Drug,ChEMBL_ID,MW,PSA,HBD,HBA,LogP,SMILES,Source,Fu_median,N_fu,Fu_values,PPB_value,Fu_from_PPB,N_ppb,Fu_source,Fu_final,pKa_exp,N_pka,pKa_values,LogD74_exp,N_logd,LogD_values,pKa_acid_pred,pKa_base_pred,LogD74_pred,LogP_opera,Type,MW_rdkit,PSA_rdkit,HBD_rdkit,HBA_rdkit,LogP_rdkit,MW_chembl,PSA_chembl,LogP_chembl,MW_diff_rdkit,PSA_diff_rdkit,HBD_diff_rdkit,HBA_diff_rdkit,LogP_diff_rdkit,pKa_pkasolver,N_pka_pkasolver,Type_pkasolver,pKa_acid_v1,pKa_base_v1,pKa_acid_v2,pKa_base_v2,FG_acid_v2,FG_base_v2,f_neutral_v2,fraction_ionized_v2,LogD74_calc_pkasolver_v2
Cimetidine,CHEMBL30,252.35,88.89,3,4,0.60,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,ChEMBL,0.81,3,"0.81, 0.81, 0.78",NA,NA,NA,ChEMBL_Fu,0.81,6.885,12,"6.97, 6.97, 6.4, 14, 6.8, 6.8, 7.02, 6.8, 6.97, 6.76, 6.8, 7",0.315,4,"0.35, 0.29, 0.34, -0.4",NA,9.2,-1.41,0.4,BASE,252.347,88.88999999999999,3,4,0.5974,252.35,88.89,0.6,0.002999999999985903,1.4210854715202004e-14,0,0,0.0025999999999999357,"4.853, 5.96, 7.969",3,"BASE, BASE, BASE",NA,7.969078273773193,NA,7.969078273773193,NA,heterocyclic_N_basic_5ring_polyhet,0.21242808996409654,0.7875719100359034,-0.07278805581187997
Disopyramide,CHEMBL517,339.48,59.22,1,3,3.36,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,ChEMBL,0.16,1,0.16,NA,NA,NA,ChEMBL_Fu,0.16,10.32,3,"10.4, 10.1, 10.32",-0.66,1,-0.66,NA,8.93,1.04,2.58,BASE,339.4830000000001,59.22,1,3,3.361900000000002,339.48,59.22,3.36,0.0030000000000995897,0,0,0,0.0019000000000022332,"4.565, 8.185, 9.468",3,"BASE, BASE, BASE",NA,9.46804141998291,NA,9.46804141998291,NA,aliphatic_amine,0.008477371396708967,0.991522628603291,1.2882612101725317
Famotidine,CHEMBL902,337.46,175.83,4,6,-0.77,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,ChEMBL,0.84,1,0.84,NA,NA,NA,ChEMBL_Fu,0.84,7.1,3,"7.1, 7.1, 0.02",NA,0,NA,NA,5.71,-0.65,-0.64,BASE,337.456,175.82999999999998,4,6,-0.7679999999999998,337.46,175.83,-0.77,0.003999999999962256,2.842170943040401e-14,0,0,0.002000000000000224,"5.1, 7.82, 8.897",3,"BASE, BASE, ACID",8.897116413116455,7.819827346801758,8.897116413116455,7.819827346801758,sulfonamide,aliphatic_amine,0.2731452359991591,0.7268547640008409,-1.3336063697323008
Flecainide,CHEMBL652,414.35,59.59,2,4,3.44,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,ChEMBL,0.39,3,"0.39, 0.39, 0.52",NA,NA,NA,ChEMBL_Fu,0.39,9.3,5,"9.3, 9.3, 9.3, 9.3, 9.28",0.97,1,0.97,7.87,8.52,2.92,3.78,AMPHOLYTE,414.34600000000006,59.59,2,4,3.4407000000000014,414.35,59.59,3.44,0.003999999999962256,0,0,0,7.000000000014772e-4,"4.612, 9.107, 9.182",3,"BASE, BASE, ACID",9.182248382568359,9.107427864074706,9.182248382568359,9.107427864074706,acidic_amide,aliphatic_amine,0.019230842845000592,0.9807691571549995,1.7239983188152512
Fluconazole,CHEMBL106,306.28,81.65,1,7,0.74,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ChEMBL,0.89,5,"0.89, 0.89, 0.89, 0.89, 0.9",NA,NA,NA,ChEMBL_Fu,0.89,NA,0,NA,0.425,6,"0.5, 0.41, 0.44, 0.4, 0.4, 0.5",NA,2.12,0.5,0.5,BASE,306.276,81.64999999999999,1,5,0.7357999999999993,306.28,81.65,0.74,0.003999999999962256,1.4210854715202004e-14,0,2,0.004200000000000648,"3.229, 3.296, 3.493, 3.605, 8.877",5,"BASE, BASE, BASE, BASE, ACID",8.877418422698975,3.605141363143921,8.877418422698975,3.605141363143921,alcohol,heterocyclic_N_basic_5ring_polyhet,0.9676131093008303,0.03238689069916967,0.7257017435865405
Metformin,CHEMBL1431,129.17,88.99,4,2,-1.03,CN(C)C(=N)NC(=N)N,ChEMBL,1,1,1,NA,NA,NA,ChEMBL_Fu,1,11.25,4,"11.5, 11, 12.4, 2.8",-3.37,2,"-3.37, -3.37",NA,13.28,-5.5,0.38,BASE,129.167,88.99000000000001,4,2,-1.034159999999999,129.17,88.99,-1.03,0.002999999999985903,1.4210854715202004e-14,0,0,0.004159999999999053,11.789,1,BASE,NA,NA,NA,NA,NA,NA,1,0,-1.03
Metoclopramide,CHEMBL86,299.80,67.59,2,4,2.00,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,ChEMBL,0.6,4,"0.6, 0.6, 0.6, 0.295",NA,NA,NA,ChEMBL_Fu,0.6,9.455,8,"9.33, 9.51, 9.3, 9.59, 9.59, 9.51, 9.4, 9.33",0.64,3,"0.64, 3.31, 0",NA,11.21,-1.19,2.62,BASE,299.8020000000001,67.59,2,4,2.0023999999999997,299.8,67.59,2,0.002000000000066393,0,0,0,0.0023999999999997357,"3.781, 5.627, 8.871, 8.917, 9.252",5,"BASE, BASE, BASE, ACID, ACID",8.917244415283204,8.87051773071289,8.917244415283204,8.87051773071289,acidic_amide,aliphatic_amine,0.032703585553431246,0.9672964144465688,0.5145953704187971
Nadolol,CHEMBL521606,309.41,81.95,4,5,0.63,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,ChEMBL,0.42,2,"0.7, 0.14",NA,NA,NA,ChEMBL_Fu,0.42,9.67,8,"9.67, 9.7, 9.67, 2.37, 9.69, 9.67, 9.9, 9.3",-0.25999999999999995,2,"0.68, -1.2",9.8,9.8,-1.59,0.81,AMPHOLYTE,309.406,81.95,4,5,0.6347999999999998,309.41,81.95,0.63,0.004000000000019099,0,0,0,0.004799999999999804,9.578,1,BASE,NA,9.578009490966798,NA,9.578009490966798,NA,aliphatic_amine,0.0065935225601057145,0.9934064774398943,-1.5508825035105005
Ofloxacin,CHEMBL4,361.37,75.01,1,6,1.54,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ChEMBL,0.75,1,0.75,NA,NA,NA,ChEMBL_Fu,0.75,8.31,1,8.31,NA,0,NA,1.2,NA,-6.59,-0.39,ACID,361.37300000000005,75.00999999999999,1,5,1.5439999999999998,361.37,75.01,1.54,0.0030000000000427463,1.4210854715202004e-14,0,1,0.0039999999999997815,"5.196, 6.519, 6.763",3,"BASE, ACID, BASE",6.519378051757813,6.762609634399414,6.519378051757813,6.762609634399414,carboxylate,aliphatic_amine,0.11328730348004949,0.8867126965199505,0.59418123962923175
Pilsicainide,CHEMBL163238,272.39,32.34,1,2,3.26,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,7.04,2.29,2.45,BASE,272.392,32.34,1,2,3.260440000000002,272.39,32.34,3.26,0.0020000000000095497,0,0,0,4.4000000000199435e-4,"6.039, 8.692, 10.562",3,"BASE, BASE, ACID",10.562206649780274,8.691837730407714,10.562206649780274,8.691837730407714,acidic_amide,aliphatic_amine,0.04858657426343997,0.9514134257365601,1.946516278957361
Pseudoephedrine,CHEMBL1590,165.24,32.26,2,2,1.33,CN[C@@H](C)[C@@H](O)c1ccccc1,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,10.055,2,"10.25, 9.86",NA,0,NA,NA,9.58,-0.69,1.49,BASE,165.236,32.26,2,2,1.3278999999999999,165.24,32.26,1.33,0.004000000000019099,0,0,0,0.002100000000000213,"9.779, 10.667",2,"BASE, ACID",10.666882286071777,9.778911628723144,10.666882286071777,9.778911628723144,alcohol,aliphatic_amine,0.004161751954315656,0.9958382480456843,-1.050723807853891
Pyridostigmine,CHEMBL1115,181.22,33.42,0,2,0.57,CN(C)C(=O)Oc1ccc[n+](C)c1,ChEMBL,1,1,1,NA,NA,NA,ChEMBL_Fu,1,NA,0,NA,NA,0,NA,NA,4.82,1.94,1.94,BASE,181.21499999999997,33.42,0,2,0.5714999999999999,181.22,33.42,0.57,0.005000000000023874,0,0,0,0.0014999999999999458,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0.57
Pyrimethamine,CHEMBL36,248.72,77.82,2,4,2.52,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,ChEMBL,0.095,1,0.095,NA,NA,NA,ChEMBL_Fu,0.095,7.36,1,7.36,1.93,1,1.93,NA,6.73,2.61,2.69,BASE,248.71700000000004,77.82,2,4,2.5238000000000005,248.72,77.82,2.52,0.002999999999957481,0,0,0,0.0038000000000004697,"3.644, 3.902, 6.631, 7.888, 9.687, 9.844",6,"BASE, BASE, BASE, BASE, ACID, BASE",9.686914558410644,9.843728561401367,9.686914558410644,9.843728561401367,acidic_aniline,aliphatic_amine,0.00358676440716284,0.9964132355928371,0.07470285143778366
Sotalol,CHEMBL471,272.37,78.43,3,4,1.09,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,ChEMBL,0.81,2,"1, 0.62",NA,NA,NA,ChEMBL_Fu,0.81,9.76,2,"9.76, 9.76",-1.35,1,-1.35,8.12,NA,0.16,0.24,ACID,272.37,78.43,3,4,1.0895000000000001,272.37,78.43,1.09,0,0,0,0,4.999999999999449e-4,"7.107, 8.809, 9.064, 10.086",4,"ACID, BASE, ACID, ACID",7.106814002990722,8.80897367477417,7.106814002990722,8.80897367477417,sulfonamide,aliphatic_amine,0.03495588381318503,0.965044116186815,-0.3664797128358781
Stavudine,CHEMBL991,224.22,84.32,2,5,-0.71,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,ChEMBL,1,1,1,NA,NA,NA,ChEMBL_Fu,1,NA,0,NA,NA,0,NA,8.69,NA,-0.74,-0.72,ACID,224.21599999999998,84.32,2,4,-0.7090799999999999,224.22,84.32,-0.71,0.004000000000019099,0,0,1,9.200000000000319e-4,"5.521, 7.734, 9.431",3,"BASE, ACID, BASE",7.7335772132873535,9.430817184448243,7.7335772132873535,9.430817184448243,alcohol,heterocyclic_N_basic_polyhet,0.009189686555013057,0.9908103134449869,-2.7466993014266987
Terbutaline,CHEMBL1760,225.29,72.72,4,4,1.52,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,ChEMBL,0.8,3,"0.8, 0.8, 0.75",NA,NA,NA,ChEMBL_Fu,0.8,8.7,9,"11.1, 8.7, 8.7, 8.8, 8.67, 8.65, 8.7, 8.8, 10",-1.4,1,-1.4,NA,8.51,-0.24,0.9,BASE,225.288,72.72,4,4,1.5192999999999997,225.29,72.72,1.52,0.001999999999981128,0,0,0,7.00000000000367e-4,9.456,1,BASE,NA,9.456154861450194,NA,9.456154861450194,NA,aliphatic_amine,0.008710550888067988,0.9912894491119321,-0.5399543777038809
Digoxin,CHEMBL1751,780.95,203.06,6,14,2.22,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,ChEMBL,0.44999999999999996,2,"0.7, 0.2",NA,NA,NA,ChEMBL_Fu,0.44999999999999996,NA,0,NA,NA,0,NA,NA,5.82,1.25,1.26,BASE,780.9490000000002,203.05999999999997,6,14,2.218100000000003,780.95,203.06,2.22,9.999999998626663e-4,2.842170943040401e-14,0,0,0.0018999999999973483,"8.795, 8.816, 8.846",3,"ACID, ACID, ACID",8.794686145782471,NA,8.794686145782471,NA,alcohol,NA,0.9612604194147366,0.03873958058526339,2.2028410602943254
Lamivudine,CHEMBL141,229.26,90.37,2,7,-0.59,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,ChEMBL,0.94,1,0.94,NA,NA,NA,ChEMBL_Fu,0.94,NA,0,NA,NA,0,NA,7.25,NA,-1.31,-0.93,ACID,229.261,90.36999999999999,2,6,-0.5941000000000001,229.26,90.37,-0.59,0.0010000000000047748,1.4210854715202004e-14,0,1,0.0041000000000001036,"3.434, 4.225, 8.579, 9.036",4,"BASE, BASE, ACID, ACID",8.579412307739258,4.225261669158936,8.579412307739258,4.225261669158936,alcohol,heterocyclic_N_basic_polyhet,0.9373586130682235,0.06264138693177645,-0.6180942256748769
Levetiracetam,CHEMBL1286,170.21,63.40,1,2,-0.13,CC[C@@H](C(N)=O)N1CCCC1=O,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,9.42,NA,-0.82,-0.82,ACID,170.212,63.400000000000006,1,2,-0.12729999999999997,170.21,63.4,-0.13,0.001999999999981128,7.105427357601002e-15,0,0,0.0027000000000000357,"5.999, 6.928, 7.882",3,"BASE, BASE, ACID",7.882407970428467,6.92848497390747,7.882407970428467,NA,acidic_amide,NA,0.752275505550679,0.247724494449321,-0.2536230787861048
Nizatidine,CHEMBL3183075,331.47,83.33,2,8,1.32,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,ChEMBL,0.78,3,"0.78, 0.78, 0.65",NA,NA,NA,ChEMBL_Fu,0.78,6.59,3,"6.59, 6.59, 6.8",-0.52,1,-0.52,NA,9.86,-2.09,0.37,BASE,331.4670000000001,83.33,2,8,1.3224999999999998,331.47,83.33,1.32,0.0029999999999290594,0,0,0,0.0024999999999997247,"3.995, 5.668, 5.893, 6.196",4,"BASE, BASE, BASE, BASE",NA,6.195940132141113,NA,6.195940132141113,NA,aliphatic_amine,0.9411688067604851,0.05883119323951491,1.2936675248827691
Alphamethyldopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,4.25,7.68,-1.88,-1.42,AMPHOLYTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampicillin,CHEMBL174,349.41,112.73,3,5,0.32,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,ChEMBL,0.85,1,0.85,NA,NA,NA,ChEMBL_Fu,0.85,4.895,4,"2.55, 7.14, 2.65, 7.25",NA,0,NA,5.86,NA,-0.2,1.35,ACID,349.4120000000001,112.73,3,5,0.3181000000000002,349.41,112.73,0.32,0.002000000000066393,0,0,0,0.0018999999999997907,"3.144, 3.421, 3.552, 3.708, 5.858",5,"ACID, BASE, BASE, BASE, ACID",3.144306173324585,3.7083762454986573,3.144306173324585,3.5523139381408693,carboxylate,aliphatic_amine,5.549860494375573e-5,0.9999445013950562,-3.9357179335051353
Gabapentin,CHEMBL940,171.24,63.32,2,2,1.37,NCC1(CC(=O)O)CCCCC1,ChEMBL,0.97,1,0.97,NA,NA,NA,ChEMBL_Fu,0.97,4.1,3,"4.1, 3.9, 10.5",NA,0,NA,3.92,NA,-4.58,-1.1,ACID,171.23999999999992,63.32000000000001,2,2,1.3702999999999994,171.24,63.32,1.37,8.526512829121202e-14,7.105427357601002e-15,0,0,2.999999999993008e-4,"4.877, 9.997",2,"ACID, BASE",4.877278366088867,9.99729362487793,4.877278366088867,9.99729362487793,carboxylate,aliphatic_amine,0.0013701505875536911,0.9986298494124463,-1.4932316987198013
Pregabalin,CHEMBL1059,159.23,63.32,2,2,1.08,CC(C)C[C@H](CN)CC(=O)O,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,4.08,NA,-5.31,-1.99,ACID,159.229,63.32000000000001,2,2,1.0821,159.23,63.32,1.08,9.999999999763531e-4,7.105427357601002e-15,0,0,0.0020999999999999908,"5.09, 9.744",2,"ACID, BASE",5.089657077789306,9.743877983093261,5.089657077789306,9.743877983093261,carboxylate,aliphatic_amine,0.002347012774193014,0.997652987225807,-1.549484546640675
Acyclovir,CHEMBL184,225.21,119.05,3,7,-1.33,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,ChEMBL,0.825,2,"0.8, 0.85",NA,NA,NA,ChEMBL_Fu,0.825,NA,0,NA,NA,0,NA,7.06,5.23,-2.31,-1.03,AMPHOLYTE,225.20799999999997,119.04999999999998,3,6,-1.3318000000000003,225.21,119.05,-1.33,0.0020000000000379714,1.4210854715202004e-14,0,1,0.0018000000000002458,"4.704, 5.751, 9.036, 9.143, 9.4",5,"BASE, BASE, ACID, BASE, BASE",9.03635540008545,9.399751243591309,9.03635540008545,9.399751243591309,alcohol,heterocyclic_N_basic_polyhet,0.009904339937396426,0.9900956600626035,-3.3341744621848317
Candesartan,CHEMBL1016,440.46,118.81,2,7,4.03,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,3.9,3,"3.9, 5.3, 3.9",NA,0,NA,1.71,NA,-1.55,4.14,ACID,440.4630000000001,118.81,2,6,4.028600000000002,440.46,118.81,4.03,0.0030000000000995897,0,0,1,0.0013999999999985135,"3.893, 4.547, 4.928, 5.194",4,"BASE, BASE, BASE, ACID",5.1941495132446285,4.928086738586426,5.1941495132446285,4.546955709457397,tetrazole,heterocyclic_N_basic_5ring_polyhet,0.006186579218313781,0.9938134207816862,1.8214505783799608
Cefprozil,CHEMBL3301800,389.43,132.96,4,6,0.71,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,ChEMBL,0.59,1,0.59,NA,NA,NA,ChEMBL_Fu,0.59,NA,0,NA,NA,0,NA,8.25,7.2,0.6,0.81,AMPHOLYTE,389.4330000000001,132.96,4,6,0.7067000000000008,389.43,132.96,0.71,0.0030000000000995897,0,0,0,0.0032999999999991925,"3.036, 3.269, 3.435, 3.845, 4.016, 5.32",6,"BASE, ACID, BASE, ACID, BASE, ACID",3.2685599231719973,4.016300897598267,3.2685599231719973,4.016300897598267,carboxylate,aliphatic_amine,7.388015926350496e-5,0.9999261198407365,-3.4214721770219043
Ciprofloxacin,CHEMBL8,331.35,74.57,2,5,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ChEMBL,0.74,3,"0.7, 0.74, 0.821",NA,NA,NA,ChEMBL_Fu,0.74,6.225,6,"6.2, 6.16, 8.62, 6.25, 6.02, 8.62",-0.94,3,"-0.94, -0.98, -0.7",-0.74,7.91,-0.35,0.28,AMPHOLYTE,331.34700000000004,74.57,2,4,1.5833,331.35,74.57,1.58,0.002999999999985903,0,0,1,0.0032999999999998586,"5.194, 6.765, 7.446",3,"BASE, ACID, BASE",6.76483720779419,7.446367130279541,6.76483720779419,7.446367130279541,carboxylate,aliphatic_amine,0.15553356100140608,0.8444664389985939,0.7718241154533436
Nitrofurantoin,CHEMBL572,238.16,118.05,1,6,0.07,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,ChEMBL,0.28500000000000003,2,"0.17, 0.4",NA,NA,NA,ChEMBL_Fu,0.28500000000000003,NA,0,NA,NA,0,NA,2.2,NA,-5.67,-0.47,ACID,238.15899999999996,118.05000000000001,1,6,0.07349999999999995,238.16,118.05,0.07,0.0010000000000331966,1.4210854715202004e-14,0,0,0.0034999999999999476,8.669,1,ACID,8.668867282867431,NA,8.668867282867431,NA,acidic_amide,NA,0.9489075622064069,0.05109243779359307,0.04722390770760247
Penicillin V,CHEMBL615,350.40,95.94,2,5,0.70,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,ChEMBL,0.45,1,0.45,NA,NA,NA,ChEMBL_Fu,0.45,2.735,1,2.735,NA,0,NA,5.68,NA,0.36,2.09,ACID,350.3960000000001,95.94000000000001,2,5,0.6970999999999998,350.4,95.94,0.7,0.0039999999999054126,1.4210854715202004e-14,0,0,0.0029000000000001247,"3.061, 3.404, 3.773, 5.942",4,"ACID, BASE, BASE, ACID",3.06099778175354,3.773121566772461,3.06099778175354,NA,carboxylate,NA,4.581185584457622e-5,0.9999541881441554,-3.639022114538405
Sulfisoxazole,CHEMBL453,267.31,98.22,2,5,1.67,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,ChEMBL,0.079,1,0.079,NA,NA,NA,ChEMBL_Fu,0.079,5,3,"5, 5, 4.8",NA,0,NA,4.26,NA,-2.13,1.01,ACID,267.31,98.22,2,5,1.67444,267.31,98.22,1.67,0,0,0,0,0.0044399999999999995,"4.158, 5.606, 6.208, 6.587, 9.095",5,"BASE, BASE, ACID, ACID, ACID",6.207624492645263,5.605841522216797,6.207624492645263,5.605841522216797,sulfonamide,aliphatic_amine,0.06028025805684572,0.9397197419431543,0.4501751028400762
Amisulpride,CHEMBL243712,369.49,101.73,2,6,1.29,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,9.335,2,"9.3, 9.37",NA,0,NA,NA,9.8,-1.3,1.1,BASE,369.4870000000002,101.73,2,6,1.2851000000000006,369.49,101.73,1.29,0.0029999999998153726,0,0,0,0.00489999999999946,"3.715, 5.463, 8.979, 9.306, 9.606",5,"BASE, BASE, BASE, ACID, ACID",9.305875282287598,8.978714599609376,9.305875282287598,8.978714599609376,acidic_aniline,aliphatic_amine,0.025694391071800066,0.9743056089282,-0.3001616701481298
Paliperidone,CHEMBL1621,426.49,84.39,1,7,3.08,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,ChEMBL,0.116,1,0.116,NA,NA,NA,ChEMBL_Fu,0.116,NA,0,NA,NA,0,NA,NA,7.36,1.47,1.75,BASE,426.49200000000025,84.39,1,6,3.081320000000002,426.49,84.39,3.08,0.0020000000002369234,0,0,1,0.0013200000000019863,"4.293, 5.214, 8.182, 8.655",4,"BASE, BASE, BASE, ACID",8.655125789642334,8.181589660644532,8.655125789642334,8.181589660644532,alcohol,aliphatic_amine,0.1407803062274293,0.8592196937725707,2.2285419055521145
Roxithromycin,CHEMBL1214185,837.06,216.89,5,17,2.21,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,9.235,2,"9.2, 9.27",NA,0,NA,NA,NA,NA,NA,NEUTRAL,837.058,216.88999999999996,5,17,2.2096000000000076,837.06,216.89,2.21,0.0019999999999527063,2.842170943040401e-14,0,0,3.9999999999240643e-4,"8.615, 8.77",2,"BASE, ACID",8.769520721435548,8.615099754333496,8.769520721435548,8.615099754333496,alcohol,aliphatic_amine,0.057298803083305844,0.9427011969166942,0.9681455500695759
Levonorgestrel,CHEMBL1389,312.45,37.30,1,2,3.88,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,ChEMBL,0.025,1,0.025,NA,NA,NA,ChEMBL_Fu,0.025,NA,0,NA,NA,0,NA,10.17,NA,3.07,3.07,ACID,312.4530000000001,37.3,1,2,3.8826000000000036,312.45,37.3,3.88,0.0030000000000995897,0,0,0,0.0026000000000037105,8.39,1,ACID,8.390453662872314,NA,8.390453662872314,NA,alcohol,NA,0.907257867050436,0.09274213294956402,3.837730742760475
Medroxyprogesterone,CHEMBL717,386.53,60.44,0,4,4.66,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,ChEMBL,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,9.58,NA,3.18,3.18,ACID,386.53200000000027,60.440000000000005,0,4,4.655200000000004,386.53,60.44,4.66,0.002000000000293767,7.105427357601002e-15,0,0,0.004799999999995919,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,4.66
Fleroxacin,CHEMBL6273,369.34,65.78,1,5,1.70,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,ChEMBL,0.73,1,0.73,NA,NA,NA,ChEMBL_Fu,0.73,6.85,4,"5.5, 8.2, 8.8, 5.5",NA,0,NA,-2.18,6.75,0.15,0.24,AMPHOLYTE,369.3430000000002,65.78,1,4,1.6991999999999998,369.34,65.78,1.7,0.0030000000002132765,0,0,1,8.000000000001339e-4,"4.928, 6.366, 6.509",3,"BASE, ACID, BASE",6.366045818328858,6.50859302520752,6.366045818328858,6.50859302520752,carboxylate,aliphatic_amine,0.08374082362846184,0.9162591763715382,0.6229372280567289
